17.014320	18.536922	17.648380	18.543447	18.630136	19.434003	19.610114	20.316638	20.589125	21.195530	21.567758	22.073758	22.546391	22.953783	23.525377	23.838494	24.505357	24.732802	25.487539	25.645455	26.474376	26.591228	27.469816	27.578178	28.469646	28.577087	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	29.463797	29.555048	
12.029928	14.890055	11.427124	15.804367	10.517780	16.746133	9.591056	17.675233	8.660534	18.601618	7.728519	19.527733	6.796185	20.455346	5.864522	21.386304	4.934704	22.322899	4.008691	23.268297	3.090717	24.226798	2.192590	25.202748	1.362363	26.195214	0.395269	27.169980	0.395269	27.169980	1.393434	28.164763	1.943649	29.164701	1.943649	29.164701	1.943649	29.164701	1.943649	29.164701	1.943649	29.164701	1.943649	29.164701	1.943649	29.164701	1.943649	29.164701	1.943649	29.164701	1.943649	29.164701	
15.539002	14.678032	14.590329	13.709649	15.538957	12.737622	16.362558	11.744425	17.289457	10.753231	18.270575	9.783934	19.143054	8.793394	19.951868	7.798326	20.780252	6.802592	21.629981	5.807045	22.517869	4.812150	23.449519	3.818808	24.417201	2.829839	25.404726	1.860994	26.400984	1.157284	27.400824	2.150067	28.400808	3.148143	29.400769	4.145841	29.400769	4.145841	29.400769	4.145841	29.400769	4.145841	29.400769	4.145841	29.400769	4.145841	29.400769	4.145841	29.400769	4.145841	29.400769	4.145841	
16.092215	11.957682	15.886837	11.427901	15.844866	11.014768	16.041353	10.741757	16.849122	10.959897	17.818419	11.233163	18.144468	11.048638	18.095570	10.636065	17.983940	10.158335	17.803930	9.659049	17.589831	9.148887	17.357059	8.632682	17.113253	8.112853	16.862482	7.590704	16.606970	7.066957	16.348621	6.542256	16.089098	6.017137	15.827419	5.491302	15.563096	4.964605	15.296974	4.437323	15.028672	3.909343	14.757868	3.380570	14.484300	2.850927	14.207763	2.320354	13.928109	1.788806	13.642530	1.256030	

13.877934	13.161798	14.192647	12.757152	15.126889	13.507876	15.768006	12.903716	16.370891	12.253755	16.933003	11.555340	17.480184	10.845950	18.017519	10.129645	18.548405	9.408908	19.075269	8.685398	19.600045	7.960365	20.124446	7.234869	20.650229	6.509971	21.179382	5.786863	21.714420	5.067096	22.258810	4.352856	22.816802	3.647034	23.394409	2.954138	24.000164	2.281589	24.645739	1.642114	25.429923	1.206940	26.303882	1.028587	27.263978	1.442043	28.260898	2.421339	29.259556	3.418183	29.259556	3.418183	
14.666310	18.961752	15.427947	19.388425	16.230592	19.855806	17.030413	20.308858	17.823443	20.740780	18.612187	21.159370	19.398257	21.569212	20.182994	21.973737	20.967585	22.375659	21.743328	22.761076	22.521592	23.149051	23.304280	23.542970	24.094039	23.947565	24.892191	24.426917	25.707529	24.960733	26.552866	25.590927	27.454025	26.389639	28.423412	27.361473	29.402095	28.320023	29.402095	28.320023	29.402095	28.320023	29.402095	28.320023	29.402095	28.320023	29.402095	28.320023	29.402095	28.320023	29.402095	28.320023	
10.885929	16.771050	10.499961	17.622442	9.566694	18.430818	8.631149	19.230152	7.694928	20.027999	6.759649	20.832417	5.826872	21.650539	4.898898	22.490414	3.980318	23.362092	3.081365	24.275082	2.234569	25.232822	1.596244	26.221245	1.270880	27.213920	2.255080	28.213577	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	3.248626	29.213372	
19.491670	15.285669	18.563739	14.298686	19.512645	14.971400	20.459015	15.632435	21.397414	16.266482	22.327770	16.870212	23.254370	17.462144	24.178532	18.046860	25.101336	18.628258	26.023717	19.209925	26.946558	19.795401	27.870643	20.388025	28.796637	20.990698	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	29.726124	21.578286	

