12.643183	12.508140	11.766689	13.402300	11.000653	14.374006	10.165725	15.331944	9.312638	16.284365	8.452594	17.233961	7.586654	18.180859	6.719912	19.126862	5.852327	20.072369	4.986198	21.018314	4.124366	21.965762	3.271525	22.916203	2.437187	23.871916	1.644522	24.836301	0.683446	25.522500	0.683446	25.522500	1.033915	26.478717	1.285773	27.459646	2.285540	28.459558	3.285403	29.459494	3.285403	29.459494	3.285403	29.459494	3.285403	29.459494	3.285403	29.459494	3.285403	29.459494	3.285403	29.459494	
13.049544	11.382006	14.025286	12.259185	15.006708	13.259178	15.979848	14.259166	16.869963	13.831207	17.597127	12.961959	18.267553	12.057739	18.815753	11.112069	19.339400	10.160904	19.837930	9.206202	20.338157	8.251010	20.846086	7.296531	21.367773	6.343925	21.910557	5.394698	22.484359	4.451283	23.103268	3.518300	23.787107	2.606124	24.559869	1.743001	25.380230	1.218718	26.284348	1.309142	27.260856	2.215168	28.260382	3.215156	29.258330	4.215156	29.258330	4.215156	29.258330	4.215156	29.258330	4.215156	
18.705420	16.701978	18.196577	16.048547	18.984237	16.970209	19.772583	17.889777	20.549295	18.805180	21.273018	19.713913	21.975453	20.618409	22.659531	21.517160	23.337577	22.415816	24.015409	23.316430	24.699479	24.221666	25.399580	25.135742	26.134848	26.066309	26.950264	27.027197	27.933138	28.022304	28.929702	29.021590	29.572065	29.984178	29.572065	29.984178	29.572065	29.984178	29.572065	29.984178	29.572065	29.984178	29.572065	29.984178	29.572065	29.984178	29.572065	29.984178	29.572065	29.984178	29.572065	29.984178	
13.927873	10.434668	14.473380	11.291589	15.469917	12.286490	15.144257	13.038372	14.606855	13.626764	15.583432	14.610461	14.679850	14.821195	15.590308	15.786593	16.462810	16.744195	17.323026	17.699264	18.174674	18.652604	19.020192	19.604721	19.861187	20.555941	20.698797	21.506491	21.533848	22.456530	22.366955	23.406176	23.200317	24.355826	24.038446	25.306299	24.893339	26.259835	25.779313	27.219378	26.719228	28.190950	27.711487	29.180902	27.711487	29.180902	27.711487	29.180902	27.711487	29.180902	27.711487	29.180902	

10.720565	10.776761	10.329042	11.410170	11.324463	12.387481	12.319390	13.363693	13.313608	14.335288	14.309100	15.315561	15.305064	16.298546	16.300892	17.281218	17.296407	18.261766	18.291198	19.234174	19.284986	20.199154	20.278239	21.159522	21.271549	22.119239	22.265258	23.080440	23.259677	24.044892	24.255242	25.015412	25.252352	25.994684	26.251148	26.984804	27.250968	27.983018	28.250959	28.982895	29.250914	29.982677	29.250914	29.982677	29.250914	29.982677	29.250914	29.982677	29.250914	29.982677	29.250914	29.982677	
10.713215	14.213366	9.809588	13.215056	8.957664	12.219816	8.066632	11.223456	7.126416	10.225340	6.179418	9.227007	5.231109	8.228640	4.284180	7.230332	3.341958	6.232209	2.412041	5.234573	1.521030	4.238658	0.859801	3.250325	1.061690	2.354607	2.035188	1.911264	3.033952	2.910856	3.977596	2.281470	4.218653	1.314741	3.942957	0.329494	3.942957	0.329494	3.942957	0.329494	3.942957	0.329494	3.942957	0.329494	3.942957	0.329494	3.942957	0.329494	3.942957	0.329494	3.942957	0.329494	
16.010811	17.789213	15.384186	17.540058	16.382145	18.490428	17.380323	19.438207	18.378335	20.384301	19.376251	21.329457	20.374272	22.275346	21.372505	23.222972	22.371051	24.173510	23.370018	25.128771	24.369481	26.091795	25.369354	27.067287	26.369350	28.057920	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	27.369350	29.056100	
11.736214	14.107858	12.547672	15.044419	13.377045	14.940695	14.155925	15.099403	14.983064	14.851696	15.897282	15.241224	16.832042	15.830040	17.765482	16.394344	18.682681	16.765042	19.554453	16.676485	20.361878	16.039396	21.084931	15.267450	21.765388	14.451154	22.422972	13.614398	23.066503	12.765835	23.696153	11.923114	24.320305	11.071923	24.939330	10.217328	25.555023	9.358343	26.168836	8.497014	26.782467	7.635295	27.398365	6.775864	28.021845	5.920421	28.669208	5.083634	29.347208	4.281105	29.347208	4.281105	

