Performance
15.049835120920072
13.444975219347961
13.412150910587265
14.356694463094106
14.430308551248475
16.172496460234722
20.0
20.0
20.0
20.0
20.0
20.0
20.0
9.0
20.0
20.0
20.0
20.0
20.0
9.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
9.0
20.0
20.0
20.0
20.0
20.0
19.908005915078828
20.0
20.0
9.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
19.78791256239133
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
20.0
21.250327341482052
21.106141630429164
21.60186453242465
21.714617407287093
21.699747158084268
21.802994745324746
21.80306465900447
21.813429585626093
21.82050607391338
22.028768818265604
22.059811842989756
22.068777626230315
22.11160432951759
22.1804366308752
22.180015220235372
22.17738470021649
22.17461836246303
22.229078391616106
22.28845831147429
22.657936215741053
22.740320411102594
22.77599399716899
22.65675506376529
22.93617874783321
22.820962838912514
22.74282263076423
22.891378600277942
23.027196039821987
22.98287804553487
22.979110745503586
22.96061313336175
22.999228388666523
23.049022699358787
23.21032119912979
23.23242041968698
23.268691401796218
23.214562023075214
23.218762976612002
24.14562769406333
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
23.897996833530375
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
23.583124860914225
25.0
25.0
25.0
23.636596805783476
25.0
25.0
24.81476631938257
24.547994624065094
24.31105451449998
22.33697507268825
24.698294321851336
24.89017229839898
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
21.521645772483453
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
23.194505956266827
23.69907539401777
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
22.425627950857688
25.0
25.0
23.19482841807828
25.0
24.76040373106043
25.0
25.0
25.0
23.095841438703328
22.82072400661265
25.0
25.0
24.961282098861343
25.0
25.0
23.766852392783512
25.0
25.0
25.0
23.503379903369012
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
22.78035662516044
22.742872806718445
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
14.0
25.0
25.0
25.0
25.0
25.0
25.0
14.0
14.0
25.0
25.0
25.0
25.0
25.0
24.897102723478195
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
24.46700671705218
25.0
24.434701508550035
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
